Price Matrix
68.987091,51.282078,89.093285,68.302521,20.431873,96.248009,58.561577,27.152298,19.024477,140.982773,68.942917,157.925735,20.671741,74.274231,45.53471,33.685604,83.737984,96.078308,38.983753,30.315554,28.7931,23.24695,64.549881,70.427368,59.766953,82.281319,42.190079,39.181858,65.005852,75.621521
68.07354,58.524391,91.406723,68.650307,21.481169,102.388565,59.952587,29.86875,20.152189,152.895248,70.679779,161.173325,19.912437,80.883301,48.070652,33.893059,82.959793,103.177666,40.798569,27.945776,28.449463,24.259487,67.325043,74.076591,67.080673,93.462875,40.864933,38.512482,68.016586,78.467316
66.559555,63.01075,90.380463,68.820358,19.704876,97.947838,56.410145,31.880453,19.135069,141.803009,66.619492,150.620682,18.752153,74.750031,43.903152,32.286335,79.813286,99.794937,40.053226,29.31498,28.404251,23.60387,65.793236,70.840439,66.058578,88.620186,40.266994,37.251919,63.688107,72.951584
69.900955,62.063782,102.656273,69.537415,19.806324,99.634445,59.804211,32.732872,19.755264,147.953064,67.835815,153.790421,19.745445,75.557259,44.911034,32.032665,82.035515,105.497772,40.324257,29.415483,33.06353,24.038961,63.850433,75.158264,65.938866,95.935394,44.445114,36.693703,64.935257,72.511879
75.713707,68.045624,114.013985,69.504066,19.070879,98.371574,63.606297,33.917248,21.78233,150.431274,70.026894,148.832352,21.080765,80.716995,44.780701,33.705139,82.29985,111.187431,38.5341,31.298151,34.483658,25.678932,68.20903,76.992035,63.090885,94.53846,45.74054,39.712845,67.384819,75.529007
79.657379,72.389755,117.29023,71.031982,18.094767,100.405273,65.414627,33.56493,22.215643,157.987488,72.526237,149.222672,20.538021,82.503738,50.082062,34.233246,83.02462,117.954994,42.584927,33.702305,36.022129,26.549129,71.695862,80.953148,68.839874,98.64032,47.319736,39.455292,71.125008,78.782104
84.234421,73.460564,119.681831,76.246017,19.099566,103.290871,70.848839,38.153687,23.357256,166.312408,74.027649,156.611816,22.573748,80.385292,51.184872,35.433746,83.422836,124.517715,42.772926,33.316677,35.794544,25.827148,69.303726,80.774742,69.597763,101.815315,52.211159,39.073627,69.088104,85.868591
78.933197,65.549095,109.834763,78.848862,18.656771,92.309334,68.165497,39.388496,21.110132,153.983948,69.431328,147.519211,21.338978,77.646973,48.454079,32.440186,80.963913,113.810524,45.678963,33.699623,33.367554,25.633211,65.226044,72.928223,67.061142,102.012131,50.51128,38.183056,65.949081,78.19812
84.96373,68.906433,113.044067,82.488083,18.704868,95.36895,75.863579,42.158066,21.395748,156.170029,74.11129,154.607925,21.530281,80.850464,50.05722,32.766132,81.806473,119.616913,49.145641,34.118206,35.863815,27.075079,67.468826,75.225174,71.690849,104.696198,52.975525,38.244339,65.966743,81.685471
83.800217,70.701996,110.657066,84.529663,19.236847,99.202774,75.168869,42.054211,21.938578,154.249557,71.491249,161.600845,22.657337,86.833359,53.484234,33.160698,85.000603,121.234009,48.955917,36.778709,34.038509,27.309353,69.132813,76.355698,76.070015,105.084015,50.978966,38.236301,67.494469,83.468872
